REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	57664022388	OXYCODONE	1	null	null	12X000407	null	null	12062012	0.44825	100	1212057666	OXYCODONE HCL 5MG TABLETS, USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	Sun Pharmaceutical Industries, Inc.	Sun Pharmaceutical Industries, Inc.	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	57664018788	OXYCODONE	3	null	null	12X000019	null	null	1172012	4.03425	300	1201059774	OXYCODONE HCL 15MG TABLETS, USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	Sun Pharmaceutical Industries, Inc.	Sun Pharmaceutical Industries, Inc.	McKesson Corporation	15
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041010	OXYCODONE	2	null	null	12X000027	null	null	1242012	1.793	200	1201061271	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	12X000071	null	null	2272012	2.24125	500	1202014633	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041510	OXYCODONE	1	null	null	12X000063	null	null	2202012	1.34475	100	1202049501	OXYCONTIN 15MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	15
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	12X000093	null	null	3092012	2.24125	500	1203012497	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406051205	OXYCODONE	1	null	null	12X000112	null	null	3262012	2.24125	500	1203012822	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320301	HYDROCODONE	2	null	null	null	null	null	2232012	0.9081	200	1202005012	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	7.5
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320201	HYDROCODONE	1	null	null	null	null	null	5042012	0.3027	100	1205004775	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	5
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591038505	HYDROCODONE	1	null	null	null	null	null	9112012	2.27025	500	1209002231	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	7.5
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591085305	HYDROCODONE	1	null	null	null	null	null	10092012	3.027	500	1210002140	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	10
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320301	HYDROCODONE	1	null	null	null	null	null	11022012	0.45405	100	1211000548	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	7.5
RA0180733	DISTRIBUTOR	ANDA, INC	null	2915 WESTON ROAD	null	WESTON	FL	33331	BROWARD	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9193	591320201	HYDROCODONE	1	null	null	null	null	null	11232012	0.3027	100	1211004309	HYDROCODONE BITARTRATE AND ACETA 5MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	Anda, Inc	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	1	null	null	12X000123	null	null	4042012	0.44825	100	1204014428	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005701	OXYCODONE	1	null	null	12X000130	null	null	4102012	1.793	100	1204038154	OXYCODONE HCI  20 MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	20
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041010	OXYCODONE	1	null	null	12X000220	null	null	6282012	0.8965	100	1206055971	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	10702005701	OXYCODONE	2	null	null	12X000235	null	null	7132012	3.586	200	1207043558	OXYCODONE HCI  20 MG TABLETS USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	KVK-Tech, Inc.	KVK-Tech, Inc.	McKesson Corporation	20
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	1	null	null	12X000237	null	null	7162012	0.8965	100	1207067143	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	2	null	null	12X000250	null	null	7262012	1.793	200	1207067694	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	1	null	null	12X000286	null	null	8272012	0.44825	100	1208019818	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951070070	OXYCODONE	1	null	null	12X000293	null	null	8312012	0.672375	100	1208073098	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	57664022388	OXYCODONE	5	null	null	12X000314	null	null	9202012	2.24125	500	1209052781	OXYCODONE HCL 5MG TABLETS, USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	Sun Pharmaceutical Industries, Inc.	Sun Pharmaceutical Industries, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011044010	OXYCODONE	1	null	null	12X000304	null	null	9112012	3.586	100	1209055866	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	40
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	1	null	null	12X000303	null	null	9112012	0.8965	100	1209063776	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	406055201	OXYCODONE	2	null	null	12X000330	null	null	10032012	0.8965	200	1210018918	OXYCODONE HYDROCHLORIDE TABLETS 5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	57664022388	OXYCODONE	2	null	null	12X000336	null	null	10082012	0.8965	200	1210060073	OXYCODONE HCL 5MG TABLETS, USP	OXYCODONE HYDROCHLORIDE	TAB	1.5	Sun Pharmaceutical Industries, Inc.	Sun Pharmaceutical Industries, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287811	OXYCODONE	2	null	null	12X000384	null	null	11162012	2.6895	200	1211007860	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951070070	OXYCODONE	1	null	null	12X000364	null	null	11012012	0.672375	100	1211070923	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	7.5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	3	null	null	12X000366	null	null	11022012	2.6895	300	1211071184	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287811	OXYCODONE	1	null	null	12X000001	null	null	1022012	1.34475	100	1201008174	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	5	null	null	12X000005	null	null	1092012	4.4825	500	1201074297	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	2	null	null	12X000087	null	null	3062012	1.793	200	1203054931	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287911	OXYCODONE	1	null	null	12X000118	null	null	3302012	2.6895	100	1203000833	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	2	null	null	12X000204	null	null	6122012	1.793	200	1206066661	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	63481062970	OXYCODONE	1	null	null	12X000219	null	null	6282012	0.8965	100	1206068630	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	4	null	null	12X000231	null	null	7102012	3.586	400	1207066865	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	2	null	null	12X000253	null	null	7302012	1.793	200	1207067758	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951060270	OXYCODONE	1	null	null	12X000298	null	null	9062012	0.44825	100	1209062796	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	5
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	60951071270	OXYCODONE	1	null	null	12X000320	null	null	9252012	0.8965	100	1209064339	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	McKesson Corporation	10
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287911	OXYCODONE	5	null	null	12X000354	null	null	10222012	13.4475	500	1210008588	OXYCODONE HCL 30MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	30
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	228287811	OXYCODONE	2	null	null	12X000390	null	null	11212012	2.6895	200	1211007948	OXYCODONE HCL 15MG TABLETS, 100 CT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	McKesson Corporation	15
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011048010	OXYCODONE	1	null	null	12X000385	null	null	11162012	7.172	100	1211064246	OXYCONTIN 80MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	80
RM0424363	DISTRIBUTOR	MCKESSON CORPORATION	null	10504 MCKESSON DRIVE	null	RUTHER GLEN	VA	22546	CAROLINE	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	53746020401	OXYCODONE	2	null	null	12X000436	null	null	12312012	1.793	200	1212055544	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	McKesson Corporation	10
PD0029567	DISTRIBUTOR	MCKESSON CORPORATION	null	DBA MCKESSON DRUG COMPANY	7721 POLK STREET	LANDOVER	MD	20785	PRINCE GEORGES	AA1773844	RETAIL PHARMACY	ANNAPOLIS PROF PHARMACY INC	null	703 GIDDINGS AVENUE SUITE L-1	null	ANNAPOLIS	MD	21401	ANNE ARUNDEL	S	9143	59011041010	OXYCODONE	1	null	null	12X000108	null	null	3212012	0.8965	100	1203045468	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	McKesson Corporation	10
